Invoice_ID,Date,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5pct,Total,COGS,Gross_Margin_pct,Gross_Income,Payment,Rating
INV-00193,2026-01-06,B,Indore,Normal,Female,Health and beauty,55.96,3.0,8.39,176.27,94.87,41.42,73.01,Credit card,7.8
INV-00194,2026-02-22,C,Jabalpur,Member,Female,Health and beauty,33.49,8.0,13.4,281.3,192.58,26.78,75.32,Credit card,8.6
INV-00195,2026-07-18,A,Bhopal,Member,Male,Electronic accessories,55.14,4.0,11.03,231.61,116.18,45.08,104.4,Credit card,5.6
INV-00196,2026-02-03,A,Bhopal,Normal,Female,Food and beverages,46.11,5.0,11.53,242.07,158.29,29.85,72.25,Ewallet,7.2
INV-00197,2026-02-03,C,Jabalpur,Normal,Female,Health and beauty,55.56,3.0,8.33,175.02,120.51,26.38,46.17,Cash,5.6
INV-00198,2026-03-09,A,Bhopal,Member,Male,Health and beauty,38.36,5.0,9.59,201.38,106.83,42.19,84.97,Cash,7.0
INV-00199,2026-05-02,C,Jabalpur,Normal,Female,Sports and travel,57.86,3.0,8.68,182.26,113.25,33.1,60.33,Cash,6.3
INV-00200,2026-06-07,A,Bhopal,Normal,Male,Health and beauty,26.52,4.0,5.3,111.38,79.61,23.76,26.46,Cash,8.1
INV-00201,2026-05-03,A,Bhopal,Normal,Female,Sports and travel,43.86,6.0,13.16,276.34,165.33,35.41,97.85,Cash,6.8
INV-00202,2026-01-19,C,Jabalpur,Normal,Female,Health and beauty,42.52,4.0,8.5,178.58,97.95,40.39,72.12,Ewallet,7.1
INV-00203,2026-06-12,A,Bhopal,Normal,Male,Food and beverages,38.79,5.0,9.7,203.62,125.46,33.62,68.47,Credit card,7.8
INV-00204,2026-04-27,B,Indore,Normal,Female,Food and beverages,32.79,7.0,11.48,241.04,176.39,22.06,53.17,Credit card,6.1
INV-00205,2026-06-17,A,Bhopal,Member,Male,Fashion accessories,42.63,5.0,10.66,223.82,160.82,23.38,52.34,Cash,8.3
INV-00206,2026-03-28,A,Bhopal,Normal,Male,Sports and travel,93.2,5.0,23.3,489.31,305.14,32.88,160.87,Credit card,6.4
INV-00207,2026-03-22,A,Bhopal,Normal,Male,Fashion accessories,58.44,3.0,8.77,184.08,95.03,43.61,80.29,Credit card,6.3
INV-00208,2026-05-02,B,Indore,Member,Female,Health and beauty,42.89,2.0,4.29,90.06,65.93,22.03,19.84,Ewallet,7.3
INV-00209,2026-07-09,A,Bhopal,Member,Female,Home and lifestyle,46.77,5.0,11.69,245.52,132.17,41.4,101.65,Cash,8.6
INV-00210,2026-03-26,B,Indore,Member,Male,Fashion accessories,55.96,3.0,8.39,176.26,90.88,43.68,76.99,Ewallet,6.3
INV-00211,2026-07-12,B,Indore,Member,Male,Sports and travel,71.5,3.0,10.72,225.22,145.84,30.49,68.66,Cash,8.6
INV-00212,2026-05-28,B,Indore,Member,Female,Food and beverages,47.98,4.0,9.6,201.53,114.42,38.46,77.52,Cash,8.5
INV-00213,2026-01-28,A,Bhopal,Normal,Female,Home and lifestyle,58.8,6.0,17.64,370.43,268.58,22.73,84.21,Credit card,7.4
INV-00214,2026-07-26,B,Indore,Member,Male,Sports and travel,54.67,6.0,16.4,344.44,187.42,40.82,140.62,Ewallet,5.6
INV-00215,2026-07-15,A,Bhopal,Normal,Male,Home and lifestyle,62.3,8.0,24.92,523.35,368.3,24.86,130.13,Ewallet,8.0
INV-00216,2026-05-25,C,Jabalpur,Normal,Female,Fashion accessories,64.44,6.0,19.33,405.97,217.62,41.63,169.02,Ewallet,7.9
INV-00217,2026-01-08,B,Indore,Member,Male,Health and beauty,53.6,7.0,18.76,393.93,244.68,33.13,130.49,Cash,6.4
INV-00218,2026-04-05,B,Indore,Normal,Female,Home and lifestyle,65.92,7.0,23.07,484.49,269.53,39.61,191.89,Credit card,5.1
INV-00219,2026-07-13,A,Bhopal,Member,Female,Food and beverages,36.07,6.0,10.82,227.26,132.55,36.91,83.89,Ewallet,6.1
INV-00220,2026-05-05,B,Indore,Normal,Male,Food and beverages,42.89,1.0,2.14,45.04,30.79,26.87,12.1,Ewallet,8.8
INV-00221,2026-01-30,C,Jabalpur,Normal,Female,Home and lifestyle,37.7,5.0,9.43,197.94,120.01,34.61,68.5,Ewallet,5.8
INV-00222,2026-05-05,B,Indore,Normal,Female,Food and beverages,47.25,5.0,11.81,248.05,160.9,30.37,75.34,Ewallet,7.5
INV-00223,2026-01-15,C,Jabalpur,Member,Male,Health and beauty,64.33,4.0,12.87,270.19,138.15,44.11,119.18,Credit card,6.4
INV-00224,2026-07-15,C,Jabalpur,Normal,Male,Home and lifestyle,79.59,8.0,31.84,668.55,340.79,44.26,295.93,Ewallet,9.4
INV-00225,2026-04-21,B,Indore,Member,Male,Electronic accessories,70.62,6.0,21.19,444.92,268.16,34.97,155.58,Cash,6.4
INV-00226,2026-05-24,A,Bhopal,Normal,Female,Fashion accessories,50.84,9.0,22.88,480.46,286.71,35.56,170.87,Cash,7.0
INV-00227,2026-04-22,C,Jabalpur,Normal,Female,Health and beauty,42.79,5.0,10.7,224.64,112.71,45.07,101.24,Credit card,8.4
INV-00228,2026-05-27,B,Indore,Normal,Male,Sports and travel,64.97,7.0,22.74,477.55,331.41,25.84,123.39,Ewallet,5.1
INV-00229,2026-03-25,A,Bhopal,Normal,Male,Electronic accessories,38.62,2.0,3.86,81.1,54.79,27.69,22.46,Ewallet,4.0
INV-00230,2026-03-04,C,Jabalpur,Normal,Female,Sports and travel,22.8,5.0,5.7,119.71,81.56,27.11,32.45,Cash,6.9
INV-00231,2026-03-28,A,Bhopal,Normal,Female,Electronic accessories,59.95,2.0,5.99,125.89,71.14,38.73,48.75,Ewallet,7.2
INV-00232,2026-05-16,B,Indore,Member,Male,Food and beverages,26.71,6.0,8.01,168.26,86.05,44.1,74.2,Ewallet,6.1
INV-00233,2026-06-15,C,Jabalpur,Member,Female,Electronic accessories,47.63,3.0,7.15,150.05,94.09,32.53,48.81,Ewallet,7.1
INV-00234,2026-06-04,A,Bhopal,Member,Female,Electronic accessories,30.32,3.0,4.55,95.51,70.08,21.86,20.88,Credit card,5.9
INV-00235,2026-04-29,B,Indore,Normal,Male,Food and beverages,48.83,3.0,7.33,153.83,104.02,27.62,42.48,Credit card,7.2
INV-00236,2026-02-08,B,Indore,Member,Male,Sports and travel,47.45,6.0,14.24,298.96,159.25,41.97,125.47,Cash,7.8
INV-00237,2026-03-12,A,Bhopal,Member,Male,Food and beverages,28.72,6.0,8.61,180.91,92.62,44.04,79.67,Cash,6.2
INV-00238,2026-04-26,A,Bhopal,Member,Male,Health and beauty,53.31,3.0,8.0,167.94,90.06,41.61,69.88,Credit card,9.2
INV-00239,2026-08-10,A,Bhopal,Normal,Male,Health and beauty,41.72,4.0,8.34,175.24,109.02,33.02,57.87,Cash,9.4
INV-00240,2026-07-09,C,Jabalpur,Normal,Female,Health and beauty,45.44,3.0,6.82,143.13,80.05,39.31,56.27,Ewallet,8.7
INV-00241,2026-02-08,B,Indore,Normal,Female,Health and beauty,41.24,7.0,14.43,303.13,183.99,34.54,104.7,Credit card,6.0
INV-00242,2026-07-02,C,Jabalpur,Member,Female,Health and beauty,60.36,5.0,15.09,316.91,186.8,36.29,115.02,Ewallet,7.0
INV-00243,2026-04-23,B,Indore,Member,Male,Food and beverages,40.59,8.0,16.23,340.92,182.17,41.8,142.52,Ewallet,5.4
INV-00244,2026-04-15,A,Bhopal,Member,Male,Home and lifestyle,71.76,6.0,21.53,452.06,246.49,40.71,184.04,Ewallet,7.9
INV-00245,2026-06-23,A,Bhopal,Normal,Male,Sports and travel,49.63,5.0,12.41,260.55,161.63,33.2,86.51,Credit card,7.6
INV-00246,2026-08-21,B,Indore,Member,Male,Food and beverages,37.89,7.0,13.26,278.45,138.77,45.4,126.42,Ewallet,7.6
INV-00247,2026-08-23,B,Indore,Normal,Male,Home and lifestyle,74.62,5.0,18.66,391.77,277.27,24.46,95.84,Ewallet,10.0
INV-00248,2026-01-22,C,Jabalpur,Normal,Male,Home and lifestyle,60.36,6.0,18.11,380.26,234.85,33.48,127.3,Credit card,8.6
INV-00249,2026-08-01,B,Indore,Member,Male,Fashion accessories,45.02,4.0,9.0,189.1,104.88,39.77,75.21,Cash,8.2
INV-00250,2026-03-21,A,Bhopal,Member,Male,Electronic accessories,49.52,9.0,22.28,467.92,246.36,42.59,199.28,Credit card,6.0
INV-00251,2026-02-27,B,Indore,Member,Female,Electronic accessories,38.49,3.0,5.77,121.25,85.74,24.52,29.74,Ewallet,8.5
INV-00252,2026-05-10,C,Jabalpur,Member,Male,Food and beverages,47.21,6.0,14.16,297.45,149.75,44.89,133.53,Credit card,6.6
INV-00253,2026-06-02,B,Indore,Member,Female,Sports and travel,77.4,10.0,38.7,812.72,492.46,34.64,281.56,Ewallet,5.6
INV-00254,2026-06-09,B,Indore,Normal,Female,Electronic accessories,70.5,5.0,17.62,370.12,187.15,44.67,165.35,Cash,7.0
INV-00255,2026-03-02,B,Indore,Normal,Male,Sports and travel,67.65,7.0,23.68,497.21,364.78,21.87,108.76,Ewallet,7.3
INV-00256,2026-07-27,A,Bhopal,Member,Male,Sports and travel,49.9,5.0,12.48,262.0,164.83,32.33,84.69,Cash,8.3
INV-00257,2026-04-23,B,Indore,Normal,Male,Sports and travel,59.87,1.0,2.99,62.87,38.43,34.11,21.44,Cash,6.7
INV-00258,2026-02-11,B,Indore,Member,Male,Electronic accessories,66.2,4.0,13.24,278.04,199.86,23.36,64.94,Ewallet,5.2
INV-00259,2026-04-06,B,Indore,Member,Female,Food and beverages,45.0,4.0,9.0,188.98,104.8,39.78,75.18,Ewallet,8.1
INV-00260,2026-03-11,C,Jabalpur,Member,Male,Sports and travel,63.98,4.0,12.8,268.72,139.33,43.39,116.6,Ewallet,8.4
INV-00261,2026-07-29,C,Jabalpur,Normal,Female,Sports and travel,66.71,7.0,23.35,490.33,336.79,26.55,130.19,Cash,7.8
INV-00262,2026-04-06,B,Indore,Normal,Female,Electronic accessories,67.4,6.0,20.22,424.63,264.16,33.03,140.24,Ewallet,7.4
INV-00263,2026-08-27,A,Bhopal,Normal,Female,Health and beauty,44.56,8.0,17.82,374.26,208.92,39.42,147.52,Ewallet,6.1
INV-00264,2026-08-01,A,Bhopal,Member,Male,Sports and travel,56.85,2.0,5.68,119.38,67.3,38.86,46.39,Cash,4.6
INV-00265,2026-01-21,A,Bhopal,Normal,Female,Health and beauty,28.31,5.0,7.08,148.64,73.89,45.52,67.67,Credit card,7.0
INV-00266,2026-07-06,B,Indore,Normal,Female,Food and beverages,34.67,7.0,12.13,254.83,165.14,30.43,77.56,Credit card,6.2
INV-00267,2026-02-01,A,Bhopal,Member,Male,Health and beauty,43.53,7.0,15.24,319.97,189.72,35.94,115.01,Cash,6.2
INV-00268,2026-01-17,B,Indore,Normal,Female,Health and beauty,22.76,8.0,9.1,191.15,124.79,29.96,57.26,Cash,5.3
INV-00269,2026-07-03,B,Indore,Normal,Male,Electronic accessories,57.03,4.0,11.41,239.52,140.51,36.58,87.61,Ewallet,6.4
INV-00270,2026-05-27,B,Indore,Member,Female,Sports and travel,60.04,3.0,9.01,189.14,110.28,36.93,69.85,Cash,6.0
INV-00271,2026-05-15,B,Indore,Member,Male,Food and beverages,41.36,4.0,8.27,173.72,113.39,29.96,52.05,Credit card,7.6
INV-00272,2026-04-10,A,Bhopal,Normal,Female,Home and lifestyle,60.89,5.0,15.22,319.69,200.59,32.49,103.88,Ewallet,8.0
INV-00273,2026-03-03,A,Bhopal,Member,Male,Fashion accessories,28.24,3.0,4.24,88.96,46.76,42.67,37.96,Ewallet,6.4
INV-00274,2026-03-28,B,Indore,Member,Male,Fashion accessories,24.57,8.0,9.83,206.38,142.52,26.18,54.02,Credit card,7.9
INV-00275,2026-02-16,B,Indore,Member,Male,Electronic accessories,74.49,8.0,29.8,625.75,419.23,28.24,176.73,Ewallet,6.8
INV-00276,2026-07-22,A,Bhopal,Member,Male,Electronic accessories,41.18,3.0,6.18,129.73,92.84,23.67,30.71,Credit card,8.8
INV-00277,2026-07-28,B,Indore,Normal,Male,Food and beverages,25.5,2.0,2.55,53.55,34.96,29.94,16.03,Ewallet,6.6
INV-00278,2026-03-15,B,Indore,Member,Male,Home and lifestyle,50.13,6.0,15.04,315.82,233.67,21.25,67.11,Ewallet,6.9
INV-00279,2026-04-22,C,Jabalpur,Normal,Male,Sports and travel,89.48,3.0,13.42,281.86,174.87,33.2,93.57,Ewallet,6.6
INV-00280,2026-06-27,A,Bhopal,Normal,Male,Sports and travel,61.57,2.0,6.16,129.3,76.45,36.11,46.69,Credit card,7.6
INV-00281,2026-01-21,C,Jabalpur,Member,Male,Sports and travel,59.38,5.0,14.84,311.73,222.96,23.72,73.93,Ewallet,8.9
INV-00282,2026-06-19,A,Bhopal,Normal,Male,Home and lifestyle,74.42,6.0,22.33,468.87,295.06,32.31,151.48,Cash,7.5
INV-00283,2026-06-26,B,Indore,Normal,Male,Sports and travel,65.57,6.0,19.67,413.07,224.47,40.9,168.92,Ewallet,5.7
INV-00284,2026-04-01,C,Jabalpur,Normal,Male,Food and beverages,36.65,6.0,10.99,230.87,139.72,34.72,80.16,Cash,6.6
INV-00285,2026-01-15,C,Jabalpur,Normal,Male,Health and beauty,45.13,7.0,15.79,331.68,196.71,35.93,119.17,Cash,9.8
INV-00286,2026-02-10,C,Jabalpur,Member,Male,Health and beauty,47.58,8.0,19.03,399.66,276.15,26.14,104.47,Ewallet,6.4
INV-00287,2026-07-19,A,Bhopal,Normal,Male,Fashion accessories,55.77,5.0,13.94,292.78,216.12,21.42,62.72,Cash,6.7
INV-00288,2026-06-04,B,Indore,Normal,Male,Electronic accessories,70.76,4.0,14.15,297.21,203.26,26.85,79.8,Ewallet,7.0
INV-00289,2026-05-27,C,Jabalpur,Normal,Male,Electronic accessories,58.37,10.0,29.18,612.85,320.09,43.01,263.58,Ewallet,4.3
INV-00290,2026-01-30,A,Bhopal,Member,Male,Health and beauty,45.27,6.0,13.58,285.21,185.5,30.2,86.13,Cash,8.4
INV-00291,2026-01-31,C,Jabalpur,Normal,Male,Home and lifestyle,85.4,5.0,21.35,448.34,311.34,25.79,115.65,Ewallet,6.8
INV-00292,2026-06-27,B,Indore,Member,Female,Sports and travel,50.48,2.0,5.05,106.01,78.69,21.01,22.27,Ewallet,6.3
INV-00293,2026-02-14,A,Bhopal,Normal,Female,Fashion accessories,65.34,2.0,6.53,137.22,93.03,27.44,37.66,Credit card,7.7
INV-00294,2026-03-23,C,Jabalpur,Normal,Female,Fashion accessories,59.21,8.0,23.68,497.37,306.37,33.64,167.31,Cash,7.9
INV-00295,2026-03-18,A,Bhopal,Member,Male,Electronic accessories,52.72,3.0,7.91,166.06,86.8,42.97,71.35,Cash,6.2
INV-00296,2026-02-21,A,Bhopal,Member,Male,Electronic accessories,28.49,5.0,7.12,149.57,76.77,43.91,65.67,Ewallet,7.3
INV-00297,2026-04-05,B,Indore,Member,Female,Sports and travel,40.49,6.0,12.15,255.11,146.65,37.75,96.31,Ewallet,6.2
INV-00298,2026-07-03,B,Indore,Normal,Male,Fashion accessories,30.43,6.0,9.13,191.7,137.12,23.71,45.45,Credit card,6.9
INV-00299,2026-01-19,C,Jabalpur,Normal,Female,Electronic accessories,12.73,4.0,2.55,53.45,29.67,39.72,21.23,Cash,7.3
INV-00300,2026-03-30,B,Indore,Member,Female,Electronic accessories,66.81,6.0,20.04,420.89,260.2,33.42,140.64,Cash,7.7
INV-00301,2026-01-15,C,Jabalpur,Member,Male,Health and beauty,38.27,4.0,7.65,160.75,79.62,45.71,73.48,Ewallet,6.6
INV-00302,2026-07-01,A,Bhopal,Normal,Male,Electronic accessories,46.23,3.0,6.94,145.64,102.39,24.93,36.31,Credit card,7.1
INV-00303,2026-06-12,A,Bhopal,Normal,Female,Food and beverages,26.98,3.0,4.05,84.99,59.83,24.85,21.12,Cash,8.4
INV-00304,2026-01-24,B,Indore,Member,Female,Food and beverages,53.38,6.0,16.02,336.32,223.77,28.7,96.53,Ewallet,6.3
INV-00305,2026-08-19,B,Indore,Normal,Female,Food and beverages,10.0,3.0,1.5,31.5,16.9,41.58,13.1,Credit card,6.9
INV-00306,2026-01-12,A,Bhopal,Normal,Female,Fashion accessories,65.52,6.0,19.65,412.75,284.31,26.35,108.78,Credit card,8.5
INV-00307,2026-06-13,B,Indore,Normal,Male,Health and beauty,41.87,6.0,12.56,263.76,154.7,36.58,96.49,Cash,7.3
INV-00308,2026-03-04,A,Bhopal,Normal,Male,Fashion accessories,44.89,7.0,15.71,329.91,235.29,23.92,78.91,Cash,6.9
INV-00309,2026-02-10,B,Indore,Normal,Male,Sports and travel,72.39,4.0,14.48,304.02,206.17,27.43,83.38,Cash,5.9
INV-00310,2026-02-06,B,Indore,Normal,Male,Home and lifestyle,73.05,5.0,18.26,383.53,224.86,36.61,140.4,Credit card,5.5
INV-00311,2026-04-05,A,Bhopal,Member,Male,Food and beverages,14.59,2.0,1.46,30.63,18.04,36.33,11.13,Ewallet,7.2
INV-00312,2026-04-26,A,Bhopal,Member,Female,Electronic accessories,51.8,5.0,12.95,271.95,165.93,34.22,93.07,Ewallet,6.0
INV-00313,2026-08-10,C,Jabalpur,Normal,Female,Food and beverages,39.31,7.0,13.76,288.96,144.32,45.29,130.88,Credit card,7.7
INV-00314,2026-07-28,C,Jabalpur,Normal,Female,Home and lifestyle,67.42,3.0,10.11,212.37,120.6,38.45,81.66,Credit card,7.8
INV-00315,2026-05-12,B,Indore,Normal,Male,Sports and travel,64.43,3.0,9.66,202.94,115.57,38.29,77.71,Cash,8.9
INV-00316,2026-04-11,A,Bhopal,Normal,Female,Food and beverages,41.31,3.0,6.2,130.12,89.67,26.32,34.25,Ewallet,7.2
INV-00317,2026-01-13,B,Indore,Normal,Male,Home and lifestyle,54.88,3.0,8.23,172.86,95.37,40.06,69.25,Ewallet,8.8
INV-00318,2026-01-28,A,Bhopal,Member,Male,Sports and travel,61.55,6.0,18.47,387.79,287.24,21.17,82.08,Credit card,5.2
INV-00319,2026-04-04,C,Jabalpur,Normal,Female,Health and beauty,55.52,3.0,8.33,174.89,95.09,40.87,71.47,Cash,7.2
INV-00320,2026-05-22,A,Bhopal,Member,Male,Home and lifestyle,62.74,6.0,18.82,395.28,261.74,29.02,114.72,Cash,6.0
INV-00321,2026-03-13,C,Jabalpur,Member,Female,Food and beverages,27.65,6.0,8.29,174.18,92.62,42.07,73.27,Credit card,5.7
INV-00322,2026-07-23,B,Indore,Normal,Female,Home and lifestyle,42.75,6.0,12.83,269.34,151.71,38.91,104.81,Ewallet,6.9
INV-00323,2026-05-09,B,Indore,Member,Female,Health and beauty,45.47,3.0,6.82,143.24,76.82,41.61,59.6,Ewallet,8.7
INV-00324,2026-05-02,A,Bhopal,Normal,Female,Food and beverages,19.06,6.0,5.72,120.11,88.05,21.93,26.34,Cash,6.8
INV-00325,2026-03-25,B,Indore,Normal,Female,Food and beverages,39.67,4.0,7.93,166.62,108.19,30.3,50.49,Cash,7.5
INV-00326,2026-08-04,B,Indore,Normal,Male,Home and lifestyle,63.96,5.0,15.99,335.8,219.57,29.85,100.24,Credit card,7.1
INV-00327,2026-07-28,A,Bhopal,Normal,Male,Health and beauty,34.61,4.0,6.92,145.36,72.31,45.49,66.13,Cash,7.6
INV-00328,2026-05-30,C,Jabalpur,Member,Male,Home and lifestyle,66.66,4.0,13.33,279.97,197.44,24.72,69.19,Ewallet,6.9
INV-00329,2026-07-18,B,Indore,Member,Female,Food and beverages,32.42,2.0,3.24,68.08,41.82,33.81,23.02,Cash,7.4
INV-00330,2026-06-11,A,Bhopal,Normal,Female,Fashion accessories,40.85,5.0,10.21,214.48,146.64,26.87,57.63,Credit card,7.5
INV-00331,2026-05-27,A,Bhopal,Member,Female,Fashion accessories,33.18,8.0,13.27,278.73,162.79,36.84,102.67,Ewallet,5.3
INV-00332,2026-02-08,A,Bhopal,Member,Male,Sports and travel,46.04,3.0,6.91,145.04,90.0,33.19,48.13,Cash,7.9
INV-00333,2026-05-01,B,Indore,Member,Female,Fashion accessories,46.3,7.0,16.21,340.32,198.29,36.97,125.82,Cash,7.9
INV-00334,2026-06-19,B,Indore,Normal,Male,Sports and travel,60.35,6.0,18.11,380.22,219.52,37.5,142.6,Credit card,8.2
INV-00335,2026-05-17,B,Indore,Normal,Male,Home and lifestyle,52.87,2.0,5.29,111.03,80.85,22.42,24.89,Cash,7.6
INV-00336,2026-03-05,A,Bhopal,Normal,Female,Home and lifestyle,21.54,7.0,7.54,158.33,112.75,24.03,38.04,Credit card,7.3
INV-00337,2026-07-17,C,Jabalpur,Member,Male,Home and lifestyle,33.1,2.0,3.31,69.51,36.62,42.55,29.57,Ewallet,7.5
INV-00338,2026-08-28,B,Indore,Normal,Male,Fashion accessories,61.66,3.0,9.25,194.24,110.83,38.18,74.16,Ewallet,4.2
INV-00339,2026-04-08,B,Indore,Normal,Female,Sports and travel,48.58,1.0,2.43,51.01,34.47,27.65,14.11,Ewallet,6.2
INV-00340,2026-07-02,A,Bhopal,Normal,Male,Health and beauty,65.04,7.0,22.77,478.07,280.67,36.53,174.63,Cash,8.0
INV-00341,2026-02-24,C,Jabalpur,Normal,Male,Electronic accessories,75.44,5.0,18.86,396.04,272.69,26.38,104.49,Ewallet,5.1
INV-00342,2026-05-31,B,Indore,Member,Female,Electronic accessories,62.96,2.0,6.3,132.21,85.17,30.82,40.75,Cash,7.2
INV-00343,2026-06-13,B,Indore,Member,Female,Electronic accessories,69.73,5.0,17.43,366.07,265.86,22.61,82.78,Cash,6.0
INV-00344,2026-01-26,C,Jabalpur,Member,Female,Fashion accessories,59.48,9.0,26.77,562.12,326.45,37.16,208.9,Credit card,8.1
INV-00345,2026-02-10,C,Jabalpur,Normal,Male,Sports and travel,69.15,6.0,20.75,435.66,300.57,26.25,114.35,Cash,8.0
INV-00346,2026-03-15,C,Jabalpur,Normal,Female,Home and lifestyle,48.03,3.0,7.2,151.28,101.28,28.29,42.8,Credit card,8.8
INV-00347,2026-05-27,A,Bhopal,Member,Female,Electronic accessories,54.16,6.0,16.25,341.18,211.61,33.21,113.32,Cash,7.6
INV-00348,2026-08-28,C,Jabalpur,Normal,Male,Health and beauty,57.78,5.0,14.45,303.36,215.24,24.29,73.68,Ewallet,7.6
INV-00349,2026-08-12,C,Jabalpur,Member,Female,Home and lifestyle,51.3,7.0,17.95,377.03,264.47,25.09,94.6,Ewallet,6.1
INV-00350,2026-08-26,B,Indore,Normal,Male,Home and lifestyle,52.83,4.0,10.57,221.89,144.02,30.33,67.3,Credit card,7.3
INV-00351,2026-05-07,B,Indore,Normal,Male,Electronic accessories,72.05,4.0,14.41,302.6,182.29,35.0,105.91,Ewallet,6.1
INV-00352,2026-02-11,A,Bhopal,Normal,Male,Fashion accessories,36.37,4.0,7.27,152.75,101.04,29.09,44.43,Credit card,8.5
INV-00353,2026-03-28,A,Bhopal,Member,Female,Home and lifestyle,41.4,4.0,8.28,173.89,98.02,38.87,67.6,Cash,7.7
INV-00354,2026-04-14,B,Indore,Normal,Female,Sports and travel,67.81,3.0,10.17,213.61,157.13,21.68,46.31,Cash,7.0
INV-00355,2026-02-05,A,Bhopal,Normal,Female,Sports and travel,59.77,6.0,17.93,376.58,205.64,40.63,153.0,Ewallet,6.0
INV-00356,2026-04-25,B,Indore,Normal,Male,Home and lifestyle,33.54,5.0,8.38,176.06,90.49,43.84,77.19,Cash,7.0
INV-00357,2026-03-08,B,Indore,Normal,Female,Fashion accessories,50.83,5.0,12.71,266.87,133.16,45.34,121.0,Ewallet,7.3
INV-00358,2026-03-20,A,Bhopal,Normal,Male,Electronic accessories,71.66,7.0,25.08,526.69,281.03,41.88,220.58,Credit card,8.3
INV-00359,2026-08-29,B,Indore,Normal,Female,Home and lifestyle,54.99,5.0,13.75,288.7,184.65,31.28,90.31,Ewallet,7.4
INV-00360,2026-02-09,A,Bhopal,Normal,Male,Sports and travel,58.42,7.0,20.45,429.39,213.53,45.51,195.41,Credit card,5.2
INV-00361,2026-07-13,C,Jabalpur,Member,Female,Food and beverages,26.9,7.0,9.41,197.7,126.77,31.12,61.52,Cash,6.9
INV-00362,2026-07-21,B,Indore,Normal,Male,Health and beauty,69.96,3.0,10.49,220.36,120.0,40.78,89.86,Ewallet,8.6
INV-00363,2026-01-16,B,Indore,Member,Female,Food and beverages,44.03,1.0,2.2,46.23,25.74,39.56,18.29,Ewallet,7.8
INV-00364,2026-04-24,C,Jabalpur,Member,Male,Health and beauty,38.22,2.0,3.82,80.26,48.87,34.35,27.57,Ewallet,6.1
INV-00365,2026-07-27,B,Indore,Normal,Female,Health and beauty,57.55,8.0,23.02,483.41,263.38,40.75,197.01,Cash,8.8
INV-00366,2026-01-15,B,Indore,Normal,Male,Food and beverages,58.84,4.0,11.77,247.12,178.73,22.91,56.63,Credit card,7.9
INV-00367,2026-07-29,B,Indore,Member,Female,Health and beauty,63.02,7.0,22.06,463.21,257.89,39.56,183.26,Ewallet,9.8
INV-00368,2026-01-17,B,Indore,Member,Female,Food and beverages,30.52,4.0,6.1,128.18,89.65,25.29,32.42,Credit card,9.1
INV-00369,2026-03-15,B,Indore,Member,Female,Sports and travel,56.29,2.0,5.63,118.22,73.26,33.27,39.33,Credit card,5.1
INV-00370,2026-06-15,C,Jabalpur,Normal,Male,Sports and travel,62.81,6.0,18.84,395.68,211.58,41.76,165.26,Cash,6.3
INV-00371,2026-04-07,C,Jabalpur,Member,Female,Sports and travel,70.6,5.0,17.65,370.64,211.99,38.04,141.0,Cash,5.9
INV-00372,2026-02-15,B,Indore,Normal,Female,Food and beverages,40.39,6.0,12.12,254.49,183.61,23.09,58.75,Credit card,5.2
INV-00373,2026-01-01,A,Bhopal,Normal,Male,Health and beauty,46.24,5.0,11.56,242.78,143.84,35.99,87.38,Cash,7.5
INV-00374,2026-05-17,B,Indore,Member,Female,Sports and travel,65.45,8.0,26.18,549.8,294.12,41.74,229.51,Cash,10.0
INV-00375,2026-02-18,A,Bhopal,Member,Female,Fashion accessories,38.17,4.0,7.63,160.32,79.47,45.66,73.21,Credit card,7.7
INV-00376,2026-07-16,B,Indore,Member,Female,Health and beauty,61.66,3.0,9.25,194.23,97.11,45.24,87.87,Ewallet,8.2
INV-00377,2026-04-25,B,Indore,Member,Female,Food and beverages,29.07,3.0,4.36,91.56,59.12,30.67,28.08,Credit card,5.7
INV-00378,2026-03-01,B,Indore,Member,Female,Food and beverages,19.71,6.0,5.91,124.19,78.14,32.32,40.14,Ewallet,6.5
INV-00379,2026-03-01,C,Jabalpur,Normal,Male,Fashion accessories,67.2,6.0,20.16,423.38,221.77,42.86,181.45,Ewallet,8.3
INV-00380,2026-06-19,C,Jabalpur,Member,Male,Food and beverages,26.04,4.0,5.21,109.39,64.79,36.01,39.39,Ewallet,7.4
INV-00381,2026-08-31,A,Bhopal,Member,Male,Food and beverages,37.15,3.0,5.57,117.02,80.93,26.08,30.52,Cash,7.3
INV-00382,2026-03-30,A,Bhopal,Normal,Male,Fashion accessories,51.36,5.0,12.84,269.64,181.84,27.8,74.96,Credit card,6.2
INV-00383,2026-03-18,B,Indore,Member,Male,Sports and travel,80.42,7.0,28.15,591.11,417.88,24.54,145.08,Ewallet,7.3
INV-00384,2026-08-08,A,Bhopal,Member,Male,Fashion accessories,50.74,5.0,12.68,266.38,136.34,44.06,117.35,Credit card,8.3
INV-00385,2026-04-17,B,Indore,Member,Male,Food and beverages,35.14,5.0,8.79,184.49,108.52,36.42,67.18,Ewallet,8.2
INV-00386,2026-06-15,A,Bhopal,Normal,Male,Health and beauty,43.87,5.0,10.97,230.33,135.32,36.49,84.05,Ewallet,8.6
